"dept_code","activity_code","doc","est_last_year_5","est_last_year_4","est_last_year_3","est_last_year_2","est_last_year","est_this_year"
"NPB","ISC00","ME",5127474,5114347.00,6902217.00,6973388.00,,
"NPB","ISC00","SEA",,,53557.00,,,
"NPB","ISC00","SEC",,,16388.00,,,
"NPB","ISS00","ME",,,,,6906405,6884494
"NPB","ISS00","SEA",,,,,,99196
"NR","BMT00","ME",45129165,56085530.00,48685006.00,43993476.00,60190597,
"NR","BMT00","SEA",,,,1115413.00,0,
"NR","BMT00","SEB",10314431,2338101.00,,18195747.00,14849546,
"NR","BMT00","SEC",,,13238144.00,,,
"NR","BMU00","ME",102524720,67598586.00,83438001.00,96074981.00,109154844,
"NR","BMU00","SEA",,,,157872.00,-167000,
"NR","BMU00","SEB",-36929,9054459.00,,,9521489,
"NR","BMV00","ME",54483815,55641175.00,54230114.00,62900219.00,73163653,
"NR","BMV00","SEA",,,1940041.00,,,
"NR","BMV00","SEB",5799854,,,2477223.00,,
"NR","BMV00","SEC",,,3887746.00,,,
"NR","BMW00","ME",1255167000,1293425000.00,1181938140.00,743336158.00,408998253,
"NR","BMX00","ME",444317618,464018045.00,253978461.00,183336817.00,183461546,
"NR","BMX00","SEA",,,,39313340.00,0,
"NR","BMX00","SEB",-28622,,,486413.00,1903928,
"NR","BMX00","SEC",,,,500000.00,62500000,
"NR","BMY00","ME",265761737,150090774.00,126472078.00,115838434.00,219965182,
"NR","BMY00","SEA",,,,10881559.00,8472062,
"NR","BMY00","SEB",-33096856,,,1554202.00,5004471,
"NR","BMY00","SEC",,0.00,,13000.00,1350524,
"NR","BMZ00","ME",318796256,179373009.00,193117981.00,29619508.00,27437623,
"NR","BMZ00","SEA",1,195000000.00,231300000.00,,,
"NR","BMZ00","SEB",3699012,,,1025821.00,,
"NR","BNA00","ME",58267829,55878527.00,58672639.00,57808743.00,70418079,
"NR","BNA00","SEA",,,,4105134.00,167000,
"NR","BNA00","SEB",806340,200000.00,,1932041.00,1815039,
"NR","BNA00","SEC",,0.00,120001.00,,,
"NR","BNB00","ME",66755738,53620414.00,71155143.00,75092662.00,49150177,
"NR","BNB00","SEA",,,,42551.00,0,
"NR","BNB00","SEB",2286292,22414556.00,,1644099.00,2766836,
"NR","BNB00","SEC",,,5502406.00,,,
"NR","BTL00","ME",,,,,,181158584
"NR","BTL00","SEA",,,,,,12129604
"NR","BTL00","SEB",,,,,,-8312
"NR","BTM00","ME",,,,,,564281850
"NR","BTM00","SEA",,,,,,3957144
"NR","BTM00","SEB",,,,,,-1905732
"NR","BTO00","ME",,,,,,569046044
"NR","BTO00","SEA",,,,,,1941238
"NR","BTO00","SEB",,,,,,6046309
"NR","ISC00","ME",155810360,158919551.00,142789148.00,184517755.00,138006496,
"NR","ISC00","SEA",12000000,,44548281.00,38278935.00,231647,
"NR","ISC00","SEB",12177660,960197.00,,1004018.00,2817733,
"NR","ISC00","SEC",,1.00,161650.00,,99744,
"NR","ISS00","ME",,,,,,138137439
"NR","ISS00","SEA",,,,,,1281686
"NR","ISS00","SEB",,,,,,487439
"NRC","APX00","ME",33517513,,,,,
"NRC","APX00","SEB",6322711,,,,,
"NRC","APY00","ME",94342113,100720529.00,77443974.00,167739242.00,199164722,
"NRC","APY00","SEA",,,46840807.00,,,
"NRC","APY00","SEB",84055,,,,-500000,
"NRC","APY00","SEC",996103,-3079986.00,5022001.00,1.00,0,
"NRC","APZ00","ME",14659814,,,,,
"NRC","APZ00","SEB",-8089,,,,,
"NRC","BMK00","ME",112061449,,,,,
"NRC","BMK00","SEB",13077215,,,,,
"NRC","BML00","ME",50313209,,,,,
"NRC","BML00","SEB",16585074,,,,,
"NRC","BMM00","ME",279860916,260499279.00,293359644.00,269541644.00,269123074,
"NRC","BMM00","SEA",,25000000.00,,50000000.00,10000000,
"NRC","BMM00","SEB",7000000,6372943.00,,10000000.00,-85000,
"NRC","BMM00","SEC",1438771,,2248000.00,0.00,10000000,
"NRC","BMN00","ME",73299784,,,,,
"NRC","BMN00","SEB",24655709,,,,,
"NRC","BNQ00","ME",,,,,,907545876
"NRC","BNQ00","SEA",,,,,,5536793
"NRC","BNQ00","SEB",,,,,,-5284259
"NRC","CTA00","ME",,331740362.00,278902744.00,382178045.00,278362056,
"NRC","CTA00","SEA",,,62600000.00,1350000.00,59600000,
"NRC","CTA00","SEB",,9355001.00,,1813228.00,-900000,
"NRC","CTA00","SEC",,-40320013.00,-18133200.00,,1969451,
"NRC","ISC00","ME",161954632,203472708.00,203548420.00,234199645.00,253702382,
"NRC","ISC00","SEA",,,22675000.00,2933300.00,2247723,
"NRC","ISC00","SEB",-89439,,,,85001,
"NRC","ISC00","SEC",-971100,,60000.00,,,
"NRC","ISS00","ME",,,,,,119473705
"NSERC","BNR00","ME",,,,,,1235503824
"NSERC","BNR00","SEA",,,,,,-456104
"NSERC","BNR00","SEB",,,,,,2423931
"NSERC","CBA00","ME",276066835,276073435.00,287240355.00,287561563.00,287882897,
"NSERC","CBA00","SEB",-315897,5252500.00,,2798000.00,3146970,
"NSERC","CBA00","SEC",,,-2350000.00,,1359118,
"NSERC","CBB00","ME",392703541,394168765.00,403233837.00,435524044.00,522502495,
"NSERC","CBB00","SEA",,,1.00,,,
"NSERC","CBB00","SEB",498057,12890500.00,,62372137.00,2980000,
"NSERC","CBB00","SEC",,,30792143.00,-823956.00,,
"NSERC","CBC00","ME",352553413,369062488.00,371949620.00,375358463.00,378552344,
"NSERC","CBC00","SEA",4562184,,,7754400.00,,
"NSERC","CBC00","SEB",13591134,5090003.00,,92966.00,354372,
"NSERC","CBC00","SEC",4467951,461175.00,2716174.00,378334.00,2645816,
"NSERC","ISC00","ME",23735184,23869561.00,24146513.00,21740599.00,18092409,
"NSERC","ISC00","SEA",,,,197500.00,,
"NSERC","ISC00","SEB",266046,210000.00,,385000.00,45000,
"NSERC","ISC00","SEC",-122482,,,,137500,
"NSERC","ISS00","ME",,,,,,18976393
"NSICP",,"SEB",,,,,2252903,
"NSICP","BUE00","ME",,,,,,2149549
"NSICP","BUE00","SEA",,,,,,3278218
"NSICP","BUE01","SEC",,,,,812567,
"NSICP","ISS00","ME",,,,,,1344279
"NSICP","ISS00","SEC",,,,,1261261,
"OAG","AHF00","ME",84333533,77741830.00,78295020.00,78533732.00,77501971,
"OAG","AHF00","SEA",,,,,1,
"OAG","BGX00","ME",,,,,,78224516
"OCI","AYD00","ME",3653186,3623993.00,3682952.00,3629089.00,3585451,
"OCI","BVL00","ME",,,,,,3585768
"OCI","ISC00","ME",1023599,1035659.00,972589.00,1035447.00,,
"OCI","ISC04","ME",,,,,1030053,
"OCI","ISS00","ME",,,,,,1045099
"OCI","ISS00","SEA",,,,,,99196
"OCOL","AWF00","ME",6694325,6814886.00,6959977.00,6967574.03,7255494,
"OCOL","AWG00","ME",6527005,6548834.00,6902349.00,6971567.69,6840895,
"OCOL","BGH00","ME",,,,,,7448906
"OCOL","BGI00","ME",,,,,,7023254
"OCOL","ISC00","ME",10650338,7413232.00,6971199.00,6952477.28,6633595,
"OCOL","ISS00","ME",,,,,,6810428
"OCSEC","ATG00","ME",1539914,1489913.00,1549695.00,1620000.00,1581736,
"OCSEC","BVK00","ME",,,,,,1628744
"OCSEC","ISC00","ME",572972,534375.00,481372.00,505377.00,527480,
"OCSEC","ISS00","ME",,,,,,491894
"ODPP","BIT00","ME",16168409,16484725.00,16245055.57,27321561.00,25033465,
"ODPP","BIT00","SEA",,,8000000.00,,,
"ODPP","BJF00","ME",124815072,129925298.00,130464159.97,135101728.00,133791283,
"ODPP","BJF00","SEC",,,4252664.00,,,
"ODPP","BRD00","ME",,,,,,158765559
"ODPP","BRE00","ME",,,,,,3131426
"ODPP","DAG00","ME",,,2457484.22,2290133.00,3330613,
"ODPP","DAH00","ME",,,1638322.81,1526755.00,,
"ODPP","ISC00","ME",21445631,21405851.00,19913172.43,19425280.00,19271468,
"ODPP","ISC00","SEB",3777349,,,,,
"ODPP","ISC00","SEC",,,364631.00,,,
"ODPP","ISS00","ME",,,,,,19584756
"ODPP","ISS00","SEA",,,,,,-71464
"ODPP","ISS00","SEB",,,,,,4000000
"OEC","BDG00","ME",4942190,4859860.00,4842213.00,4784816.00,5213144,
"OEC","BSS00","ME",,,,,,5124636
"OEC","ISC00","ME",2093211,2078545.00,2110013.00,2185837.00,1688407,
"OEC","ISS00","ME",,,,,,1743287
"OICC","BJH00","ME",265490056,55351611.00,91061247.00,97380082.00,56608537,
"OICC","BJH00","SEA",,168729.00,,,,
"OICC","BJH00","SEB",55665200,7165200.00,,,,
"OICC","BJQ00","ME",1976235536,1973411002.00,1976213928.00,2074601337.00,2074765524,
"OICC","BJQ00","SEA",,2853540.00,,,,
"OICC","BJQ00","SEB",132412500,,,20969937.00,,
"OICC","BKM00","ME",188733842,,,,,
"OICC","BKN00","ME",942955457,,,,,
"OICC","BKN00","SEB",3700000,,,,,
"OICC","BKO00","ME",125029717,,,,,
"OICC","BKP00","ME",289102147,,,,,
"OICC","BKP00","SEB",11491000,,,,,
"OICC","BKQ00","ME",78763106,,,,,
"OICC","BKR00","ME",22965393,,,,,
"OICC","BKR00","SEB",21203268,,,,,
"OICC","BTK00","ME",,,,,,6093494958
"OICC","BTK00","SEA",,,,,,548057655
"OICC","BTK00","SEB",,,,,,150000
"OICC","CSA00","ME",,193145913.00,148607942.00,174342089.00,3058211074,
"OICC","CSA00","SEA",,16925357.00,,1369914465.00,,
"OICC","CSA00","SEB",,46025000.00,,,24514639,
"OICC","CSB00","ME",,958832530.00,1174990518.00,1269427535.00,1026254190,
"OICC","CSB00","SEA",,119609403.00,,23700000.00,,
"OICC","CSB00","SEB",,,,2424232.00,8058179,
"OICC","CSB00","SEC",,,,-2007000.00,,
"OICC","CSC00","ME",,139431232.00,171319905.00,131922508.00,162625742,
"OICC","CSC00","SEA",,16204064.00,,,,
"OICC","CSC00","SEB",,24744902.00,,,,
"OICC","CSD00","ME",,,42661977.00,91859300.00,590744529,
"OICC","CSD00","SEA",,120990329.00,44355295.00,,,
"OICC","CSD00","SEB",,5040111.00,,23831425.00,80482006,
"OICC","CSD00","SEC",,,61823010.00,,,
"OICC","ISC00","ME",35430534,1425483.00,28407231.00,29976406.00,42454205,
"OICC","ISC00","SEA",,35952886.00,,5548464.00,,
"OICC","ISC00","SEB",-9927,-4451571.00,,,,
"OICC","ISS00","ME",,,,,,57324059
"OICC","ISS00","SEB",,,,,,0
"OPSIC","BLB00","ME",3748289,3571794.00,3418985.00,3564227.00,3550898,
"OPSIC","BTS00","ME",,,,,,4124453
"OPSIC","ISC00","ME",1926610,1854440.00,2029457.00,1898247.00,1890483,
"OPSIC","ISS00","ME",,,,,,1361485
"ORL","BIO00","ME",811818,824989.00,1029060.00,1025250.00,,
"ORL","BIP00","ME",810294,780733.00,694327.00,772854.00,,
"ORL","BIQ00","ME",1097392,1137784.00,,,,
"ORL","BVA00","ME",,,,,3061393,3068808
"ORL","BVA00","SEB",,,,,400000,
"ORL","DAF00","ME",,,1136392.00,1121510.00,,
"ORL","ISC00","ME",1704037,1688794.00,1592761.00,1543072.00,,
"ORL","ISS00","ME",,,,,1363246,1412128
"OSEO","BFL00","ME",788294,1166750.00,1168700.00,1171300.00,1232127,
"OSEO","BFL00","SEB",66000,,,,,
"OSEO","BFL00","SEC",80000,,,,,
"OSEO","BTE00","ME",,,,,,1337179
"OSEO","BTE00","SEB",,,,,,50000
"OSFI","AIG00","ME",909369,5231775.00,6130074.00,5710390.00,5938078,
"OSFI","AIH00","ME",0,77788097.00,78956478.00,80602151.00,81253463,
"OSFI","AII00","ME",0,4420260.00,4105818.00,4178274.00,4335253,
"OSFI","BVN00","ME",,,,,,84289089
"OSFI","BVO00","ME",,,,,,6317872
"OSFI","ISC00","ME",0,55323397.00,58741742.00,59213141.00,58633533,
"OSFI","ISS00","ME",,,,,,62471964
"PBO","BWZ00","ME",,,,,,7614038
"PBO","BWZ00","SEC",,,,,731227,
"PCA","AGV00","ME",157140717,157590219.00,157901824.00,185944344.00,219566624,
"PCA","AGV00","SEA",,,3762844.00,15129120.00,1531400,
"PCA","AGV00","SEB",3030808,6230400.00,,593300.00,4333000,
"PCA","AGV00","SEC",-35000,-3500000.00,30676762.00,,26174399,
"PCA","AGW00","ME",15193527,23867969.00,27582536.00,18281238.00,12574855,
"PCA","AGW00","SEA",,,29647829.00,,7801459,
"PCA","AGW00","SEB",6991945,76200.00,,88500.00,356140,
"PCA","AGW00","SEC",6250000,,-29647829.00,,680000,
"PCA","AGZ00","ME",39473115,39448240.00,37259692.00,45187665.00,42921405,
"PCA","AGZ00","SEA",,,,510605.00,2479800,
"PCA","AGZ00","SEB",301537,,,2397300.00,4427022,
"PCA","AGZ00","SEC",-16000,,1937243.00,3000000.00,,
"PCA","AHA00","ME",226350936,238298011.00,234733102.00,479851370.00,526736042,
"PCA","AHA00","SEA",,,144026290.00,29708103.00,25799000,
"PCA","AHA00","SEB",5920657,2087415.00,,17419309.00,1071000,
"PCA","AHA00","SEC",-33000,,864213.00,,360939,
"PCA","AHC00","ME",93211526,93460532.00,191344084.00,306781950.00,436520130,
"PCA","AHC00","SEA",,,144006769.00,36913140.00,145700,
"PCA","AHC00","SEB",9959955,54280347.00,,54600.00,27000,
"PCA","AHC00","SEC",937000,,,,201571,
"PCA","BGW00","ME",,,,,,1317818048
"PCA","BGW00","SEA",,,,,,44250110
"PCA","BGW00","SEB",,,,,,641000
"PCA","ISC00","ME",65665448,59800163.00,88451765.00,137491734.00,150584014,
"PCA","ISC00","SEA",,,32669112.00,,775150,
"PCA","ISC00","SEB",220582,-252000.00,,361788.00,165400,
"PCA","ISC00","SEC",-633878,,-136012.00,,85403,
"PCA","ISS00","ME",,,,,,154709044
"PCA","ISS00","SEA",,,,,,1388410
"PCC","AYX00","ME",2368486,6206437.00,6307346.00,6317800.00,7333382,7862135
"PCC","AYX00","SEB",2501747,,,,,
"PCC","ISC00","ME",3057196,3803945.00,3704377.00,3710517.00,,
"PCC","ISC00","SEB",2218531,,,,,
"PCC","ISC03","ME",,,,,2602507,
"PCC","ISS00","ME",,,,,,2790154
"PCC","ISS00","SEA",,,,,,99196
"PCO","BEB00","ME",65473677,63116304.00,63821864.00,64933100.00,76934405,
"PCO","BEB00","SEA",,,,4983722.00,,
"PCO","BEB00","SEB",968738,,,9352024.00,2902498,
"PCO","BEB00","SEC",2363481,1810716.00,2853090.00,3930278.00,-670365,
"PCO","BEF00","ME",2326616,3115243.00,4408311.00,4674197.00,4807034,
"PCO","BEF00","SEB",7853,,,130174.00,-354210,
"PCO","BEF00","SEC",,579978.00,,,1402646,
"PCO","BEI00","SEA",,,,,34420247,
"PCO","BLG00","ME",15446843,14292030.00,13921562.00,13876838.00,14511298,
"PCO","BLG00","SEA",,,,436480.00,,
"PCO","BLG00","SEB",81802,,,720682.00,725936,
"PCO","BLG00","SEC",,,636764.00,27360.00,468527,
"PCO","BWW00","ME",,,,,,85694010
"PCO","BWW00","SEA",,,,,,55586104
"PCO","ISC00","ME",40162768,38283412.00,36681542.00,37200245.00,48621818,
"PCO","ISC00","SEA",,,,18433140.00,,
"PCO","ISC00","SEB",126573,,,2095837.00,31043935,
"PCO","ISC00","SEC",9520,212285.00,688600.00,85299.00,370186,
"PCO","ISS00","ME",,,,,,80666491
"PCO","ISS00","SEA",,,,,,4837001
"PHAC","BVP00","ME",,,,,,234186421
"PHAC","BVP00","SEA",,,,,,6417316
"PHAC","BVP00","SEB",,,,,,300001
"PHAC","BVQ00","ME",,,,,,196737069
"PHAC","BVQ00","SEA",,,,,,-141950
"PHAC","BVQ00","SEB",,,,,,2421
"PHAC","BVR00","ME",,,,,,55369951
"PHAC","BVR00","SEA",,,,,,-22749
"PHAC","CIA00","ME",133112689,118150146.00,114621598.00,115963044.00,110828058,
"PHAC","CIA00","SEB",3879895,1699367.00,,3142654.00,1079714,
"PHAC","CIA00","SEC",,17749541.00,1202690.00,-13805000.00,-326609,
"PHAC","CIB00","ME",308201823,350697145.00,297110496.00,300679998.00,309597402,
"PHAC","CIB00","SEA",,,,1582403.00,15400000,
"PHAC","CIB00","SEB",2366462,-1955396.00,,3696149.00,6675866,
"PHAC","CIB00","SEC",-1718831,306400.00,8996633.00,-770000.00,363000,
"PHAC","CIC00","ME",47709580,55329126.00,59776240.00,77462190.00,61360077,
"PHAC","CIC00","SEB",17457167,175456.00,,-180000.00,5050000,
"PHAC","CIC00","SEC",,5000000.00,3460351.00,,960474,
"PHAC","ISC00","ME",90212368,90520268.00,95644087.00,95632570.00,90149394,
"PHAC","ISC00","SEA",,,,114704.00,,
"PHAC","ISC00","SEB",11324984,,,194484.00,1184237,
"PHAC","ISC00","SEC",,390000.00,,450000.00,91846,
"PHAC","ISS00","ME",,,,,,102885922
"PHAC","ISS00","SEA",,,,,,416112
"PMPRB","ALD00","ME",1328833,1267557.00,1506994.00,1704508.00,1575179,
"PMPRB","ALE00","ME",6781301,6827010.00,6834096.00,6646758.00,6706989,
"PMPRB","BVM00","ME",,,,,,11227006
"PMPRB","ISC00","ME",2833939,2832463.00,2604091.00,2613842.00,2584153,
"PMPRB","ISS00","ME",,,,,,3644866
"PMPRB","ISS00","SEA",,,,,,99196
"PPP","AHZ00","ME",265200000,9500000.00,231200000.00,279500000.00,279500000,
"PPP","AHZ00","SEA",,200000000.00,,,,
"PPS","AVV00","ME",,,,62115110.00,68262800,
"PPS","AVV00","SEA",,,,,3694862,
"PPS","AVV00","SEB",,,3409453.00,7057757.00,14735020,
"PPS","AVV00","SEC",,,17163365.00,2235695.00,,
"PPS","BSW00","ME",,,,,,83447760
"PPS","BSW00","SEA",,,,,,7629715
"PSC","AEJ00","ME",12805477,16033630.00,16045990.00,14723892.00,12208868,
"PSC","AEL00","ME",26719456,22626987.00,23214547.00,25043506.00,25938789,
"PSC","AEL00","SEB",504001,504001.00,,252001.00,252001,
"PSC","AEL00","SEC",,,504001.00,,,
"PSC","BHE00","ME",19574592,16972232.00,18847474.00,16567345.00,15213129,
"PSC","BWB00","ME",,,,,,53861500
"PSC","ISC00","ME",30850069,28060638.00,25493005.00,27268320.00,30150147,
"PSC","ISS00","ME",,,,,,31814790
"PSC","ISS00","SEA",,,,,,99196
"PSEP","AYJ00","ME",25247356,24807177.00,24927394.00,30655523.00,29645423,
"PSEP","AYJ00","SEA",,,,,582587,
"PSEP","AYJ00","SEB",-97870,-15000.00,,2512978.00,,
"PSEP","AYJ00","SEC",381071,,,,,
"PSEP","AYK00","ME",166255003,838995532.00,874644725.00,801835100.00,757517869,
"PSEP","AYK00","SEA",230000000,95000000.00,14422875.00,,2400000,
"PSEP","AYK00","SEB",714000000,49597.00,,106941956.00,39565900,
"PSEP","AYK00","SEC",,,2618949.00,660001.00,1303544,
"PSEP","BLE00","ME",4297690,3694890.00,4211070.00,3730870.00,2338110,
"PSEP","BLE00","SEA",,,,,1078049,
"PSEP","BVS00","ME",,,,,,32000684
"PSEP","BVS00","SEA",,,,,,1249175
"PSEP","BVS00","SEB",,,,,,-3808950
"PSEP","BVT00","ME",,,,,,365203644
"PSEP","BVT00","SEA",,,,,,-19750968
"PSEP","BVT00","SEB",,,,,,-819521
"PSEP","BVU00","ME",,,,,,711468727
"PSEP","BVU00","SEB",,,,,,-59500
"PSEP","ISC00","ME",55402952,49347671.00,49587224.00,50283403.00,,
"PSEP","ISC00","SEA",,,608643.00,,,
"PSEP","ISC00","SEB",,12258.00,,642870.00,,
"PSEP","ISC00","SEC",207021,,,-371984.00,789616,
"PSEP","ISC01","ME",,,,,49380898,
"PSEP","ISC01","SEA",,,,,435229,
"PSEP","ISC01","SEB",,,,,352675,
"PSEP","ISS00","ME",,,,,,53074989
"PSEP","ISS00","SEA",,,,,,4264938
"PSEP","LJP00","ME",189707922,205923086.00,197065838.00,210453512.00,213711559,
"PSEP","LJP00","SEA",,,-32934685.00,,,
"PSEP","LJP00","SEB",-25000000,-38154342.00,,-42368396.00,-20083124,
"PSEP","LJP00","SEC",3657085,,,1282074.00,17903491,
"PSSRB","AEO00","ME",9912809,9896701.00,,,,
"PSSRB","ISC00","ME",3861614,3848711.00,,,,
"PSST","AES00","ME",3973715,4003475.00,,,,
"PSST","ISC00","ME",1469730,1477641.00,,,,
"RCMP","AYO00","ME",1636666754,1531403670.00,1585420286.00,1663704437.00,1628412337,2317576842
"RCMP","AYO00","SEA",-710000,,43122463.00,,,122736814
"RCMP","AYO00","SEB",27008600,17420812.00,,42669673.00,115823691,5701422
"RCMP","AYO00","SEC",-22968540,,85334162.00,25986361.00,178170453,
"RCMP","AYR00","ME",243875567,241141544.00,177934590.00,165984656.00,193627855,192251844
"RCMP","AYR00","SEA",,,-1564000.00,,,1806457
"RCMP","AYR00","SEB",-1327050,-1250512.00,,-1566485.00,5971510,3018911
"RCMP","AYR00","SEC",,,1108215.00,8347819.00,2800000,
"RCMP","HGD00","ME",56012070,54882026.00,52395181.00,53766203.00,53067195,51065549
"RCMP","HGD00","SEA",,,,,,4583882
"RCMP","HGD00","SEB",-141567,-3218413.00,,-561722.00,1075824,323429
"RCMP","HGD00","SEC",,,3756372.00,11189.00,-1609,
"RCMP","HGE00","ME",11052423,10842331.00,10929545.00,11151561.00,11604175,11988693
"RCMP","HGE00","SEB",157575,88639.00,,33900.00,670778,80272
"RCMP","HGE00","SEC",,,67374.00,,,
"RCMP","HGF00","ME",142186657,159849131.00,177864933.00,190486483.00,218086483,246436483
"RCMP","HGF00","SEA",,,,,,19500000
"RCMP","HGF00","SEB",7502633,4121386.00,,13100000.00,5000000,9900000
"RCMP","HGF00","SEC",,,6600000.00,5000000.00,4500000,
"RCMP","ISC00","ME",668283022,627857641.00,625513161.00,674234494.00,777760795,
"RCMP","ISC00","SEA",,,7804400.00,,,
"RCMP","ISC00","SEB",-1825883,8871563.00,,81971945.00,41014901,
"RCMP","ISC00","SEC",-808309,,13388598.00,54029147.00,74018071,
"RCMP","ISS00","ME",,,,,,721333803
"RCMP","ISS00","SEA",,,,,,14626679
"RCMP","ISS00","SEB",,,,,,3607877
"RPSDP","BKA00","ME",1834375,1845622.00,,,,
"RSCT","ADP00","ME",804447,2318020.00,,,,
"RSCT","ADP00","SEA",960001,,,,,
"RSCT","ADP00","SEB",522597,,,,,
"RSCT","ISC00","ME",201112,579505.00,,,,
"RSCT","ISC00","SEA",240000,,,,,
"RSCT","ISC00","SEB",130649,,,,,
"SC","AQL00","ME",11517721,3263305.00,145443672.00,366148539.00,44636261,
"SC","AQL00","SEB",41733864,47045495.00,,,,
"SC","AQL00","SEC",,,,-14358950.00,,
"SC","AQM00","ME",115166472,127927320.00,127982162.00,128535138.00,129398587,
"SC","AQM00","SEB",-17217,,,,6601329,
"SC","AQM00","SEC",,,,2326633.00,,
"SC","AQN00","ME",95775203,93735987.00,94887730.00,100763339.00,99153760,
"SC","AQN00","SEB",-56020,,,,2331252,
"SC","AQR00","ME",127380733,98556365.00,105110975.00,97950720.00,120393990,
"SC","AQR00","SEA",,,1.00,,,
"SC","AQR00","SEB",-29367,,,,6230340,
"SC","AQR00","SEC",,,,8234712.00,,
"SC","AQT00","ME",0,0.00,,0.00,12560000,
"SC","BNV00","ME",,,,,,369924625
"SC","BNV00","SEA",,,,,,7542506
"SC","BNV00","SEB",,,,,,1020962
"SC","ISC00","ME",50780284,56072547.00,51666281.00,58086277.00,64907612,
"SC","ISC00","SEB",-7995,,,,435620,
"SC","ISC00","SEC",,,,137976.00,,
"SC","ISS00","ME",,,,,,66104652
"SCA","AQK00","ME",9729000,11729000.00,9829000.00,9329000.00,10706000,
"SCA","AQK00","SEA",,,,945000.00,,
"SCA","AQK00","SEB",,,,,2079001,
"SCA","AQK00","SEC",,100000.00,,,,
"SCA","BNS00","ME",,,,,,14943000
"SCC","ASW00","ME",15785123,15765325.00,16286129.00,16067392.00,15546765,
"SCC","BRH00","ME",,,,,,24406830
"SCC","HGK00","ME",6371407,6756473.00,7087990.00,7425442.00,7708915,
"SCC","ISC00","ME",8499681,8867996.00,8389824.00,9724368.00,11627242,
"SCC","ISC00","SEA",,,,1013280.00,,
"SCC","ISC00","SEB",118613,118300.00,,118039.00,131691,
"SCC","ISC00","SEC",,,,,28909,
"SCC","ISS00","ME",,,,,,10629019
"SCC","ISS00","SEA",,,,,,115004
"SEN","AVN00","ME",43589940,45477706.00,42275393.00,44209495.00,57890830,
"SEN","AVP00","ME",17040786,16586685.00,15956369.00,17257215.00,17982965,
"SEN","AVQ00","ME",31886303,29420786.00,30516196.00,28648598.00,28000570,
"SEN","AVQ00","SEC",,900000.00,,,,
"SEN","BSX00","ME",,,,,,59344706
"SEN","BSY00","ME",,,,,,30344471
"SEN","BSZ00","ME",,,,,,19390926
"SHARE","BFS00","ME",,,,,103294265,
"SHARE","BFS00","SEB",,,,,544562,
"SHARE","BFS00","SEC",,,,,226160,
"SHARE","BFT00","ME",,,,,602376779,
"SHARE","BFT00","SEB",,,,,15091002,
"SHARE","BFT00","SEC",,,,,3488862,
"SHARE","BFU00","ME",,,,,582236511,
"SHARE","BFU00","SEB",,,,,3444277,
"SHARE","BFU00","SEC",,,,,18674024,
"SHARE","BFV00","ME",,,,,175637213,
"SHARE","BFV00","SEB",,,,,4419812,
"SHARE","BFV00","SEC",,,,,138212,
"SHARE","BFW00","ME",,,,,102460709,
"SHARE","BFW00","SEC",,,,,1279343,
"SHARE","BFX00","ME",,,,,787384,
"SHARE","BMO00","ME",1210176702,1288659177.00,1284972140.00,1391487244.00,,
"SHARE","BMO00","SEA",,,,272059598.00,,
"SHARE","BMO00","SEB",12882582,57890445.00,,4670923.00,,
"SHARE","BMO00","SEC",190619009,37223699.00,54075690.00,32801472.00,,
"SHARE","BWC00","ME",,,,,,122929340
"SHARE","BWC00","SEA",,,,,,145699
"SHARE","BWC00","SEB",,,,,,128349
"SHARE","BWD00","ME",,,,,,478895377
"SHARE","BWD00","SEA",,,,,,42333656
"SHARE","BWD00","SEB",,,,,,856171
"SHARE","BWE00","ME",,,,,,523377918
"SHARE","BWE00","SEA",,,,,,58451425
"SHARE","BWE00","SEB",,,,,,13200623
"SHARE","BWF00","ME",,,,,,117207399
"SHARE","BWF00","SEA",,,,,,13250244
"SHARE","BWF00","SEB",,,,,,11153406
"SHARE","BWG00","ME",,,,,,141823464
"SHARE","BWG00","SEA",,,,,,7299932
"SHARE","BWG00","SEB",,,,,,638358
"SHARE","ISC00","ME",187929354,184664400.00,159071885.00,158367457.00,158752179,
"SHARE","ISC00","SEA",,,,22875.00,,
"SHARE","ISC00","SEB",,700057.00,,47765.00,31121,
"SHARE","ISC00","SEC",,2701866.00,138617.00,1415800.00,967227,
"SHARE","ISS00","ME",,,,,,161908528
"SHARE","ISS00","SEA",,,,,,3496387
"SHARE","ISS00","SEB",,,,,,880903
"SIRC","AWV00","ME",701596,682873.00,771306.00,773525.00,1429665,
"SIRC","AWV00","SEA",,,,939214.00,,
"SIRC","AWV00","SEC",,,49144.00,,,
"SIRC","AWW00","ME",1382845,1362186.00,1325417.00,1329534.00,2343984,
"SIRC","AWW00","SEA",,,,910675.00,,
"SIRC","AWW00","SEC",,,90661.00,,,
"SIRC","BWY00","ME",,,,,,3737163
"SIRC","ISC00","ME",681863,741740.00,699645.00,698937.00,1247697,
"SIRC","ISC00","SEA",,,,2494923.00,2000000,
"SIRC","ISC00","SEC",,,150070.00,,,
"SIRC","ISS00","ME",,,,,,1396677
"SIRC","ISS00","SEA",,,,,,99196
"SSHRC","AQA00","ME",135235370,142782747.00,156251032.00,159789803.00,179931376,
"SSHRC","AQA00","SEA",,,,6977250.00,,
"SSHRC","AQA00","SEB",5983379,10079517.00,,16606333.00,985579,
"SSHRC","AQA00","SEC",43692,,10001.00,,,
